tag,N,dt_init,adapt,target_events,piston_velocity,t_end,T0,V0,P0_IG,W0,U0,T_end,V_end,P_end,PIG_end,W_end,U_end,avg_sigma_IG,cum_sigma_IG,avg_sigma_upper,cum_sigma_upper,chi_T_end,chi_P_end,rms_PV_gamma,rms_TV_gm1,res_WE,pass_WE,eos_rel_diff_rms,eos_rel_diff_end,ts_path
N9128_dt0.100_v-0.0050,9128,0.1,True,200,-0.005,200.0,0.3299434757183375,8000.0,0.37646550579462307,0.0,4517.586069535477,0.34377201884948594,7601.0,0.5628397328283803,0.4128339676434821,189.3846284437821,4706.926482087161,0.2383731636625633,95.34926546502533,0.0006273757356012713,0.2509502942405085,0.006973735644049794,0.3728638454104718,0.00390573831527298,0.003905738315272954,-0.04421589209761123,1,0.2641607734738092,0.36335615996220816,phase1_out/timeseries/N9128_dt0.100_v-0.0050.csv
N9128_dt0.100_v-0.0500,9128,0.1,True,200,-0.05,200.0,0.3299434757183375,8000.0,0.37646550579462307,0.0,4517.586069535477,0.6025676737589456,4009.9999999999995,1.877030719707249,1.371630355628842,3737.1533197219696,8250.356589107483,4.872955266538057,1954.0550618817606,0.029777234333703936,11.940670967815278,0.15239812015929077,0.5770186654116289,0.07110470032935498,0.07110470032935494,-4.382800149963259,1,0.3365498100129682,0.3684668846853419,phase1_out/timeseries/N9128_dt0.100_v-0.0500.csv
N9128_dt0.100_v-0.2000,9128,0.1,True,200,-0.2,85.48018421282656,0.3299434757183375,8000.0,0.37646550579462307,0.0,4517.586069535477,3.5911715362058607,1201.5852629738745,108.42308632011435,27.28080544310056,44699.77183439706,49170.32067373065,39.107702099728336,15525.75773359215,0.3794865141066008,150.6561461003205,2.075433513161253,11.222806029855894,0.9874416685439836,0.9874416685439835,-47.037230201895,1,1.4650901206681697,2.9743359684248265,phase1_out/timeseries/N9128_dt0.100_v-0.2000.csv
N9128_dt0.200_v-0.0050,9128,0.2,True,200,-0.005,200.0,0.3299434757183375,8000.0,0.37646550579462307,0.0,4517.586069535477,0.34370560480655615,7601.0,0.4645812065057084,0.41275421137669316,189.0558729770034,4706.017141011367,0.23677599933739307,94.47362373561984,0.004737877847284298,1.8904132610664348,0.006779196259686815,0.13319423712991796,0.003865026098836777,0.0038650260988367653,-0.6248015011130406,1,0.2544865105775879,0.12556381909745362,phase1_out/timeseries/N9128_dt0.200_v-0.0050.csv
N9128_dt0.200_v-0.0500,9128,0.2,True,200,-0.05,200.0,0.3299434757183375,8000.0,0.37646550579462307,0.0,4517.586069535477,0.6029225222873894,4009.9999999999995,1.6769688152936133,1.372438100608302,3741.064855148156,8255.215175158935,4.9018453591861775,1960.7381436744708,0.02559634437719431,10.238537750877724,0.15307676057584163,0.40893331966549873,0.0711608812551965,0.07116088125519647,-3.4357495246972576,1,0.3345139789699886,0.2218903093336851,phase1_out/timeseries/N9128_dt0.200_v-0.0500.csv
N9128_dt0.200_v-0.2000,9128,0.2,True,200,-0.2,85.49543476967247,0.3299434757183375,8000.0,0.37646550579462307,0.0,4517.586069535477,3.6119225257572976,1200.3652184262023,106.17835472392173,27.466331337340034,44972.18890272612,49454.44322266892,39.06976620310709,15588.836715039732,0.3673352416479374,146.56676141752703,2.0911102258161853,10.949502611630475,0.9979020961813782,0.9979020961813782,-35.33174959268217,1,1.4689792673602535,2.8657639937363593,phase1_out/timeseries/N9128_dt0.200_v-0.2000.csv
N9128_dt0.500_v-0.0050,9128,0.5,True,200,-0.005,200.0,0.3299434757183375,8000.0,0.37646550579462307,0.0,4517.586069535477,0.34373278658193007,7601.0,0.37195901212396415,0.41278685382447805,188.81021650597103,4706.389313879787,0.23526308500045018,93.63470783017917,0.0005782903474453229,0.23015955828323853,0.006858816858190675,-0.09272737879844817,0.0038209562732853643,0.00382095627328534,-0.00697216166116732,1,0.2582972971740281,0.09890780513536991,phase1_out/timeseries/N9128_dt0.500_v-0.0050.csv
N9128_dt0.500_v-0.0500,9128,0.5,True,200,-0.05,200.0,0.3299434757183375,8000.0,0.37646550579462307,0.0,4517.586069535477,0.6025184865516225,4009.9999999999995,1.887602604856939,1.3715183903349655,3735.44434471741,8249.683117864815,4.8864195805495685,1949.6814126392778,0.025641577755628413,10.230989524495737,0.1523040506502158,0.5859008110444128,0.07106759455384795,0.07106759455384792,-3.3472963880712996,1,0.3314255058874141,0.3762867622911935,phase1_out/timeseries/N9128_dt0.500_v-0.0500.csv
N9128_dt0.500_v-0.2000,9128,0.5,True,200,-0.2,85.49888827217933,0.3299434757183375,8000.0,0.37646550579462307,0.0,4517.586069535477,3.604805453175882,1200.0889382256532,105.64444524916608,27.418521351625337,44877.04394276611,49356.996264884176,39.12310524746248,15531.872783242605,0.37167125831630826,147.5534895515744,2.0845459914092146,10.884854982839862,0.9924628036699856,0.9924628036699856,-37.63374741741427,1,1.4690575266905805,2.8530321855924448,phase1_out/timeseries/N9128_dt0.500_v-0.2000.csv
